FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Espie,James,Deeside Runners,M,00:26:31
2,Gallacher,Craig,Westerlands CCC,M,00:28:24
3,Marshall,Brian,Haddington,M50,00:30:11
4,McCall,Andrew,Unattached,M,00:32:20
5,Gough,Nick,Strathearn Harriers,M,00:32:46
6,Brodie,Stuart,Ochil Hill Runners,M40,00:34:09
7,Finch,Tom,Westerlands CCC,M,00:34:33
8,Anderson,Micky,Unattached,M55,00:34:38
9,Mudge,Angela,Ochil Hill Runners,F50,00:35:06
10,Riggans,Liam,Carnethy HRC,M,00:35:14
11,Theaker,Damien,Westerlands CCC,M60,00:36:13
12,Clarke,Daniel,Ochil Hill Runners,M40,00:36:15
13,Reid,Don,Westerlands CCC,M60,00:36:59
14,Ashworth,James,Ochil Hill Runners,M50,00:37:03
15,Mason,David,Linlithgow AC,M55,00:37:16
16,Lampard,Stuart,Unattached,M50,00:38:25
17,Davie,Kevin,Unattached,M40,00:38:31
18,Shaw,Trevor,Lochtayside,M55,00:39:03
19,Simpson,Stuart,Stornoway,M50,00:41:01
20,Donnelly,John,Ochil Hill Runners,M50,00:41:52
21,Furse,Chris,Westerlands CCC,M50,00:42:43
22,Duncan,David,Ochil Hill Runners,M65,00:43:19
23,Blackley,Lisa,Unattached,F40,00:43:20
24,Weir,Jonathan,Unattached,M40,00:43:22
25,Fitzpatrick,Pat,Ochil Hill Runners,M70,00:44:50
26,Ashworth,Collette,Ochil Hill Runners,F40,00:45:27
27,Ryan,Derry ,Unattached,F,00:47:14
28,Fullwood,Andrew,Westerlands CCC,M50,00:55:37
29,Davies,Jason,Ochil Hill Runners,M50,01:02:07
30,Fowler,Paul,Ochil Hill Runners,M50,01:02:25
