FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Espie,James,Deeside Runners,M,00:32:09
2,Fisher,Sam,Howgill Harriers,M,00:32:39
3,Dunn,James,Corstorphine AAC,M,00:32:49
4,Campbell,Alasdair,Cambuslang Harriers,M,00:33:04
5,Bisset,Alasdair,Edinburgh Uni H&H,M,00:33:31
6,Thornton,Alistair,Howgill Harriers,M,00:33:49
7,Houston,Charles,HBT,M,00:33:53
8,Reid,Michael,Carnethy,M40,00:34:51
9,Sedman,Eliot,Carnethy,M40,00:35:14
10,Wilkinson,Marc,Lauderdale Limpers,M,00:35:19
11,Pulham,Harry,Shettleston Harriers,M,00:35:30
12,Fraser,Scott,HBT,M,00:36:11
13,McKenna,Bryan,Carnethy,M40,00:36:20
14,Macrae,Andrew,Carnethy,M50,00:36:43
15,Reid,Bob,Gala Harriers,M,00:37:27
16,Pender,Iain,Shettleston Harriers,M,00:37:34
17,Misak,Milan,Moorfoot Runners,M,00:37:38
18,Waterhouse,Toby,Unattached,M,00:37:47
19,Winter,Stephen,Shettleston Harriers,M40,00:37:54
20,Stewart,Iain,Westerlands CCC,M40,00:38:02
21,Harris,Mark,Fife AC,M50,00:38:17
22,Naylor,Donald,HBT,M50,00:38:55
23,Thistlethwaite,Mark,Shettleston Harriers,M40,00:38:57
24,Anderson,Heather,Fife AC,F40,00:39:18
25,Johnston,Fergus,Gala Harriers,M,00:39:30
26,Ker,Gregor,Lauderdale Limpers,M,00:39:43
27,Marshall,Brian,HELP,M50,00:39:46
28,Cruickshanks,Ross,Shettleston Harriers,M,00:39:47
29,Horrocks,Sophie,Carnethy,F,00:40:01
30,Williams,Colin,Moorfoot Runners,M40,00:40:05
31,Crowe,Des,Penicuik Harriers,M60,00:40:09
32,Thin,Jamie,HBT,M50,00:40:13
33,Entwistle,Jamie,Lauderdale Limpers,M,00:40:21
34,Goodall,Alice,Unattached,FU20,00:40:49
35,Cuthbertson,Mark,Cairnsmore Mile Munchers,M50,00:40:59
36,Breckenridge,Bill,Shettleston Harriers,M50,00:41:04
37,Mclure,Neil,Carnethy,M50,00:41:15
38,Wight,Ally,Hardrock Hoodlums,M40,00:41:21
39,Karpowicz,Marcin,Portobello RC,M,00:41:29
40,Wallace,Anna,Unattached,F,00:41:29
41,Maxwell,Kirstin,Gala Harriers,F,00:41:38
