FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Douglas,Andrew,Inverclyde AC,M,00:39:58
2,Chepelin,Alexander,Carnethy HRC,M,00:41:02
3,Masson,Alistair,Carnethy HRC,M,00:41:34
4,Spencer,Daniel,Keswick AC,M,00:42:13
5,Houston,Charles,HBT,M,00:45:23
6,Bisset,Alasdair,Edinburgh Uni H&H,M,00:45:55
7,Ferrington,Tom,Corstorphine AAC,M45,00:46:13
8,Hammond,Simon,Moorfoot Runners,M40,00:46:26
9,Crawford,Ewan,HBT,M,00:46:55
10,Lamont,Andrew,Carnethy HRC,M40,00:47:28
11,Cope,Dave,Howgill Harriers,M,00:47:48
12,Fraser,Gary,Ochil Hill Runners,M50,00:48:00
13,O'Brien,Christopher,Corstorphine AAC,M40,00:48:24
14,Nicoll,Andy,Unattached,M,00:48:31
15,Ward,Dave,HBT,M40,00:48:38
16,Morris,John,Carnethy HRC,M,00:48:41
17,Ashworth,James,Ochil Hill Runners,M50,00:48:55
18,Lunt,Mark,Carnethy HRC,M,00:49:00
19,Fraser,Scott,HBT,M,00:49:11
20,Upson,Chris,Cambuslang Harriers,M55,00:49:21
21,Walsh,Chris,HBT,M40,00:49:34
22,Bunn,Fiona,Edinburgh Uni H&H,F,00:49:57
23,Owen,Rob,Carnethy HRC,M,00:50:14
24,Eng,Sean,Edinburgh AC,M,00:50:25
25,Lorimer,Hayden,HBT,M50,00:50:49
26,Henderson,Scott,Westerlands CCC,M45,00:51:00
27,Smith,Gavin,HBT,M40,00:51:02
28,Hemmings,Anthony,Carnethy HRC,M40,00:51:19
29,Frankland,Amy,Lasswade AC,F,00:51:34
30,Ockenden,John,HBT,M,00:51:37
31,Finch,Tom,Westerlands CCC,M,00:51:46
32,Samplonius,Jelmer,HBT,M,00:51:54
33,Mooney,Edel,Ochil Hill Runners,F45,00:52:12
34,Baldwin,Alex,Edinburgh Running Club,M,00:52:17
35,Mcclelland,Mo,HBT,F,00:52:26
36,Fox,Ben,Unattached,M40,00:52:57
37,Tullis,John,Unattached,M,00:53:13
38,Bothwell,Alexander,Unattached,M,00:53:17
39,Duncan,Nicola,Carnethy HRC,F40,00:53:18
40,Anderson,Micky,Unattached,M55,00:53:24
41,Butterworth,Callum,HBT,M,00:53:35
42,Collins,Sophie,Corstorphine AAC,F,00:53:46
43,Thomson,Iain,Lomond Hill Runners,M40,00:53:55
44,Macdonald,Peter,Carnethy HRC,M45,00:54:16
45,Pow,Grace,Edinburgh Uni H&H,F,00:54:20
