FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Craft,Gareth,Cuillin Dubh HRC,MV40,2:08:40
2,Ward,Nic,Northern Fells RC,M,2:10:40
3,Wallace,Ben,Unattached,MV40,2:11:16
4,Taylor,Luke,Highland HR,M,2:14:14
5,Till,Niall,Skye and Lochalsh RC,M,2:17:52
6,Dore,Owen,Dunoon HR,M,2:32:04
7,Deamer,Matt,Unattached,M,2:32:34
8,Combes,Andrew,Cuillin Dubh HRC,MV40,2:33:26
9,Steward,Joe,Unattached,M,2:35:47
10,Barthelmes,Tobias,Keswick AC,M,2:35:48
11,Moffat,John,Highland HR,MV60,2:36:01
12,Frake,Karen,Highland HR,FV40,2:36:59
13,Taylor,Gordie,Highland HR,MV50,2:37:39
14,CabreraValdes,FranciscoJavier,Highland HR,M,2:37:40
15,Jamieson,David,Cuillin Dubh HRC,MV50,2:37:46
16,Macleod,John,Skye and Lochalsh RC,M,2:38:25
17,Robertson,Hugh,Insch TR,MV40,2:42:05
18,Elliot,Daniel,Cuillin Dubh HRC,M,2:42:11
19,Maclennan,Iain,Highland HR,MV40,2:42:17
20,Williams,Dominic,Dundee RR,M,2:46:59
21,Elliot,Bruce,Cuillin Dubh HRC,MV50,2:47:55
22,Coombs,Richard,Ochil Hill Runners,MV50,2:49:20
23,Miller,Raeanne,Oban Mountain Goats,F,2:49:22
24,Gibson,Roy,Kendal AC,MV60,2:49:23
25,Ingram,Richard,Garioch RR,MV40,2:49:28
26,MacPherson,Donald,Cuillin Dubh HRC,M,2:53:07
27,McPherson,Steven,Unattached,M,3:04:36
28,Towers,Iona,Cuillin Dubh HRC,F,3:08:00
29,Silvester,Ian,Cuillin Dubh HRC,MV50,3:12:22
30,Tait Westwell,Amy,Falkland TR,F,3:34:03
31,Gilligan,Amy,Dundee RR,F,3:34:15
32,Polak,Jo,Highland HR,FV60,3:50:06
33,Johnson,Ian,Lochaber AC,MV60,4:17:33
34,Fullwood,Andrew,Westerlands CCC,MV50,4:17:33
